и, and
толерантность, tolerance
томи́тельный, painful
тропа́рь, troparion
тыльный, back
уготовать, thing
улыбочка, the smile
умыва́ть, wash
умы́шленно, intentionally
унификация, unification
управле́нец, Manager
урча́ть, growling
усложнять, to complicate
усыновля́ть, to adopt
утеши́тельный, comforting
утоля́ть, to satisfy
ухитря́ться, power
учу́ять, to smell
фигури́ст, skater
финиши́ровать, to finish
халя́ва, freebie
хладнокро́вно, coolly
холоде́ть, to chill
хронология, chronology
хрящ, cartilage
ца́рствовать, reign
цинковый, zinc
чаять, belief
черто́вски, damn
четвертая, fourth
чиркнуть, strike
чо́каться, clink
чуко́тский, Chukchi
ша́лость, prank
шейх, Sheikh
шило, Shyla
шипение, hiss
шмо́тки, clothes
шокола́дка, chocolate
щиток, the flap
э́кий, what
эксплуатироваться, be operated
эсто́нец, Estonian
янтарный, amber
агита́тор, agitator
антиквариа́т, Antiques
антисеми́тский, anti-Semitic
аспира́нтка, postgraduate student
аудиторский, audit
банкнота, bill
безвредный, harmless
безда́рность, mediocrity
безмо́лвно, silently
безору́жный, unarmed
белгородский, Belgorod
беси́ться, rage
беспреста́нно, continually
бисер, beads
болту́н, chatterbox
боля́чка, sore
брусок, the bar
будди́йский, Buddhist
вакуумный, vacuum
варе́ник, dumpling
верзи́ла, the big
взбеси́ться, get mad
вилы, forks
виртуо́зный, virtuoso
вкра́дчиво, insinuating
вменя́ть, ask
внедоро́жник, SUV
волеизъявле́ние, will
воссоздание, recreation
воя́ка, the leader
впива́ться, one
впускать, let
вски́дывать, throw up
вспять, back
выва́ливаться, to fall out
выдергивать, pull
выздоравливать, to recover
вымышленный, fictional
выносливый, hardy
высохший, dried
высо́чество, Highness
вы́страдать, to suffer
вытолкнуть, push
вычислять, to calculate
вышива́ть, embroider
вьющийся, curly
га́дина, reptile
галифе́, breeches
гастроли́ровать, touring
ги́льдия, Guild
ги́тлеровец, the Nazi
го́дик, a year
горизонталь, horizontal
городи́шко, town
горючий, fuel
гра́мотность, literacy
грот, grotto
давай-ка, let's
давнишний, old
дверка, door
деревенька, village
доить, milk
до́нышко, the bottom
дослушать, listen
дохнуть, to inhale
дочу́рка, daughter
дря́хлый, decrepit
евре́йство, Jewry
еженеде́льный, weekly
жене́вский, Geneva
жесть, tin
зави́стливый, jealous
завоева́тель, the conqueror
задачка, the challenge
зае́зжий, coach
заесть, seizing
зазыва́ть, to entice
